Pclass,Sex,Age,SibSp,Fare,Cabin,Embarked,Alone,Title,NameSize,NameCount
1,male,47.0,0.0,42.4,0,S,1, Mr,30,4
1,male,31.0,0.0,28.5375,1,C,1, Mr,31,5
1,female,54.875,1.0,66.8359875,1,S,0, Mrs,35,5
3,female,24.0,0.0,7.75,0,Q,1, Miss,25,4
3,male,21.0,0.0,7.8958,0,S,1, Mr,18,3
3,female,29.0,0.0,7.925,0,S,1, Miss,30,4
1,male,28.0,0.0,27.7208,1,C,1, Mr,31,5
1,female,35.0,0.0,66.8359875,1,C,1, Miss,20,3
1,male,32.0,0.0,66.8359875,1,C,1, Mr,18,3
3,male,27.0,0.0,8.05,0,S,1, Mr,16,3
1,female,54.875,2.0,25.7,1,S,0, Mrs,52,7
2,male,30.0,0.0,13.0,0,S,1, Mr,30,4
3,female,24.0,0.0,7.75,0,Q,1, Miss,22,3
3,male,6.0,1.0,15.2458,0,C,0, Other,20,3
1,male,54.875,1.0,66.8359875,1,S,0, Mr,18,3
1,male,49.0,0.0,26.0,0,S,1, Mr,22,4
3,male,27.0,0.0,7.8958,0,S,1, Mr,20,3
2,male,27.0,0.0,10.7083,0,Q,1, Mr,21,4
3,male,27.0,1.0,14.4542,0,C,0, Mr,18,3
3,female,27.0,0.0,7.8792,0,Q,1, Miss,18,3
3,female,18.0,0.0,8.05,0,S,1, Miss,26,4
3,female,27.0,0.0,7.75,0,Q,1, Miss,23,3
2,male,3.875,1.0,23.0,0,S,0, Other,27,4
3,female,22.0,1.0,13.9,0,S,0, Mrs,59,8
3,male,27.0,0.0,7.775,0,S,1, Mr,18,3
1,female,27.0,1.0,52.0,1,S,0, Mrs,36,5
3,male,27.0,0.0,8.05,0,S,1, Mr,17,3
1,male,25.0,0.0,26.0,0,C,1, Mr,19,3
3,male,25.0,0.0,7.7958,0,S,1, Mr,26,4
1,female,54.875,1.0,66.8359875,1,S,0, Mrs,54,7
3,male,29.0,0.0,7.925,0,S,1, Mr,25,4
3,female,20.0,0.0,7.8542,0,S,1, Miss,28,5
3,male,33.0,0.0,8.05,0,S,1, Mr,28,4
1,female,43.0,1.0,55.4417,1,C,0, Mrs,51,8
2,male,27.0,1.0,26.0,0,S,0, Mr,18,3
3,male,27.0,0.0,7.75,0,Q,1, Mr,18,3
3,male,26.0,0.0,7.775,0,S,1, Mr,38,5
3,female,16.0,1.0,8.5167,0,C,0, Mrs,41,5
3,male,28.0,0.0,22.525,0,S,1, Mr,25,4
3,male,21.0,0.0,7.8208,0,Q,1, Mr,19,3
3,male,27.0,0.0,7.75,0,Q,1, Mr,16,3
3,male,27.0,0.0,8.7125,0,S,1, Mr,32,5
2,male,18.0,0.0,13.0,1,S,1, Mr,17,3
2,male,41.0,0.0,15.0458,0,C,1, Mr,24,4
3,female,27.0,0.0,7.7792,0,Q,1, Miss,26,4
1,female,36.0,0.0,31.6792,1,C,1, Miss,24,4
3,female,18.0,0.0,7.2833,0,Q,1, Miss,24,3
1,female,54.875,1.0,66.8359875,1,S,0, Mrs,38,6
3,male,18.0,1.0,14.4542,0,C,0, Mr,27,3
3,male,27.0,0.0,6.4375,0,C,1, Mr,16,3
3,female,3.875,1.0,16.7,1,S,0, Miss,31,4
1,male,36.0,0.0,66.8359875,1,C,1, Mr,20,3
2,female,29.0,1.0,26.0,0,S,0, Mrs,47,7
2,female,12.0,0.0,15.75,0,S,1, Miss,20,4
3,male,27.0,1.0,7.75,0,Q,0, Mr,17,3
1,female,35.0,1.0,57.75,1,C,0, Mrs,31,5
3,male,28.0,0.0,7.25,0,S,1, Mr,23,4
3,male,27.0,0.0,7.75,0,Q,1, Mr,17,3
3,female,17.0,0.0,16.1,0,S,1, Miss,24,4
3,male,22.0,0.0,7.7958,0,S,1, Mr,24,4
3,female,27.0,2.0,23.25,0,Q,0, Miss,19,3
2,male,42.0,0.0,13.0,0,S,1, Mr,20,3
3,male,24.0,0.0,8.05,0,S,1, Mr,20,3
3,male,32.0,0.0,8.05,0,S,1, Mr,23,4
1,male,53.0,0.0,28.5,1,C,1, Other,25,4
3,female,27.0,0.0,25.4667,0,S,1, Mrs,29,4
3,male,27.0,1.0,6.4375,0,C,0, Mr,21,4
3,male,43.0,0.0,7.8958,0,S,1, Mr,22,3
3,male,24.0,0.0,7.8542,0,S,1, Mr,25,4
3,male,26.0,0.0,7.225,0,C,1, Mr,25,3
2,male,26.0,0.0,13.0,0,S,1, Mr,19,3
3,female,23.0,0.0,8.05,0,S,1, Miss,21,3
3,male,40.0,1.0,46.9,0,S,0, Mr,30,4
3,female,10.0,2.5,46.9,0,S,0, Miss,27,4
1,female,33.0,0.0,66.8359875,0,S,1, Miss,20,3
1,male,54.875,1.0,66.8359875,1,C,0, Mr,26,4
2,male,28.0,0.0,26.0,0,S,1, Mr,26,4
1,male,42.0,0.0,26.55,0,S,1, Mr,53,7
3,male,31.0,2.5,18.0,0,S,0, Mr,25,4
1,male,27.0,0.0,51.8625,1,S,1, Mr,27,4
3,male,22.0,0.0,8.05,0,S,1, Mr,16,3
1,male,27.0,0.0,26.55,0,S,1, Mr,25,4
2,male,30.0,1.0,26.0,0,S,0, Other,22,3
1,female,23.0,0.0,66.8359875,1,C,1, Mrs,37,5
3,male,27.0,0.0,7.8958,0,C,1, Mr,20,3
3,male,54.875,0.0,7.8958,0,S,1, Mr,18,3
3,female,36.0,0.0,12.1833,0,S,1, Mrs,46,6
3,male,13.0,2.5,31.3875,0,S,0, Other,28,4
3,male,24.0,0.0,7.55,0,S,1, Mr,20,3
1,female,29.0,0.0,66.8359875,1,S,1, Miss,17,3
3,female,23.0,0.0,7.8542,0,S,1, Miss,24,4
1,male,42.0,0.0,26.55,1,S,1, Mr,24,4
3,female,26.0,0.0,13.775,0,S,1, Mrs,35,5
3,female,27.0,0.0,7.7333,0,Q,1, Miss,18,3
3,male,7.0,1.0,15.2458,0,C,0, Other,30,4
2,female,26.0,0.0,13.5,0,S,1, Miss,20,3
3,male,27.0,0.0,7.0,0,S,1, Mr,18,3
2,male,41.0,0.0,13.0,0,S,1, Other,29,4
3,female,26.0,1.0,22.025,0,S,0, Mrs,42,5
1,male,48.0,0.0,50.4958,1,C,1, Mr,18,3
3,male,18.0,2.0,34.375,0,S,0, Mr,23,4
1,female,27.0,0.0,27.7208,0,C,1, Mrs,59,8
3,female,22.0,0.0,8.9625,0,S,1, Miss,28,4
3,male,27.0,0.0,7.55,0,S,1, Mr,18,3
3,male,27.0,0.0,7.225,0,C,1, Mr,19,3
3,male,23.0,1.0,13.9,0,S,0, Mr,24,4
3,male,27.0,0.0,7.2292,0,C,1, Mr,16,3
3,male,40.0,1.0,31.3875,0,S,0, Mr,42,6
2,female,15.0,0.0,39.0,0,S,1, Miss,25,4
2,female,20.0,0.0,36.75,0,S,1, Miss,20,3
1,male,54.0,1.0,55.4417,1,C,0, Mr,31,5
2,female,36.0,0.0,39.0,1,S,1, Mrs,48,7
1,female,54.875,0.0,66.8359875,1,C,1, Mrs,53,7
2,male,30.0,0.0,13.0,0,S,1, Mr,25,4
1,male,37.0,1.0,66.8359875,1,C,0, Mr,32,5
1,female,18.0,1.0,53.1,1,S,0, Mrs,62,8
3,male,27.0,0.0,7.75,0,Q,1, Mr,17,3
1,female,27.0,1.0,66.8359875,1,C,0, Mrs,52,7
2,male,40.0,0.0,16.0,0,S,1, Mr,25,4
2,female,21.0,0.0,21.0,0,S,1, Miss,36,5
3,male,17.0,2.0,8.05,0,S,0, Mr,18,3
3,female,27.0,2.5,66.8359875,0,S,0, Miss,15,3
2,male,40.0,0.0,13.0,0,S,1, Mr,15,3
2,male,34.0,1.0,26.0,0,S,0, Mr,20,4
1,male,27.0,0.0,26.0,0,S,1, Mr,22,4
3,male,11.0,1.0,14.5,0,S,0, Other,33,5
2,male,54.875,0.0,12.35,0,Q,1, Mr,17,3
2,male,8.0,0.0,32.5,0,S,1, Other,29,4
3,male,33.0,0.0,7.8542,0,S,1, Mr,33,5
1,male,6.0,0.0,66.8359875,1,C,1, Other,31,4
3,female,18.0,0.0,7.775,0,S,1, Miss,27,4
2,male,23.0,0.0,10.5,0,S,1, Mr,30,4
3,female,27.0,0.0,8.1125,0,S,1, Mrs,39,5
3,female,27.0,0.0,15.5,0,Q,1, Miss,18,3
3,male,3.875,0.0,14.4,0,S,1, Other,39,5
1,male,47.0,1.0,66.8359875,1,C,0, Other,22,4
2,female,8.0,1.0,26.0,0,S,0, Miss,26,4
2,male,25.0,0.0,10.5,0,S,1, Mr,24,4
1,male,27.0,0.0,25.7417,0,C,1, Mr,25,4
3,female,35.0,0.0,7.75,0,Q,1, Miss,24,3
2,male,24.0,0.0,10.5,0,S,1, Mr,28,5
1,female,33.0,0.0,27.7208,1,C,1, Miss,29,4
3,male,25.0,0.0,7.8958,0,S,1, Mr,18,3
3,male,32.0,0.0,22.525,0,S,1, Mr,27,4
3,male,27.0,0.0,7.05,0,S,1, Mr,17,3
2,male,17.0,0.0,66.8359875,0,S,1, Mr,25,4
2,female,54.875,1.0,26.0,0,S,0, Mrs,44,6
3,female,38.0,2.5,7.775,0,S,0, Miss,38,5
1,male,42.0,0.0,42.5,1,S,1, Mr,21,3
3,female,27.0,0.0,7.8792,0,Q,1, Miss,26,4
1,male,54.875,1.0,66.8359875,0,S,0, Mr,24,4
1,female,50.0,1.0,66.8359875,1,C,0, Mrs,44,6
3,male,27.0,0.0,8.05,0,S,1, Mr,31,4
2,female,30.0,1.0,13.8583,0,C,0, Miss,30,5
3,male,21.0,0.0,8.05,0,S,1, Mr,22,4
2,female,22.0,0.0,10.5,1,S,1, Mrs,26,4
3,male,21.0,0.0,7.7958,0,S,1, Mr,29,4
1,female,53.0,0.0,27.4458,0,C,1, Mrs,48,6
3,female,27.0,0.0,15.2458,0,C,1, Mrs,48,6
3,male,23.0,0.0,7.7958,0,S,1, Mr,26,4
3,female,27.0,0.0,7.75,0,Q,1, Miss,22,3
3,male,40.0,0.0,15.1,0,S,1, Mr,25,4
2,male,36.0,0.0,13.0,0,S,1, Mr,34,5
2,male,14.0,0.0,65.0,0,S,1, Mr,27,4
1,female,21.0,0.0,26.55,0,S,1, Miss,24,3
3,male,21.0,1.0,6.4958,0,S,0, Mr,23,4
3,male,27.0,0.0,7.8792,0,Q,1, Mr,20,3
1,male,39.0,1.0,66.8359875,1,C,0, Mr,25,4
3,male,20.0,0.0,7.8542,0,S,1, Mr,22,4
1,male,54.875,1.0,66.8359875,1,C,0, Mr,24,4
3,male,20.0,0.0,7.225,0,C,1, Mr,19,3
2,female,18.0,1.0,13.0,0,S,0, Miss,21,3
1,female,48.0,1.0,66.8359875,1,C,0, Mrs,43,6
1,female,54.875,0.0,27.7208,0,C,1, Mrs,41,6
2,female,45.0,0.0,30.0,0,S,1, Mrs,29,4
1,male,45.0,1.0,66.8359875,1,C,0, Mr,28,4
3,male,27.0,0.0,7.8875,0,S,1, Mr,18,3
3,male,27.0,1.0,23.45,0,S,0, Other,41,5
1,male,41.0,1.0,51.8625,1,S,0, Mr,23,4
2,female,22.0,0.0,21.0,0,S,1, Mrs,37,6
2,male,42.0,1.0,32.5,0,S,0, Mr,22,4
2,female,29.0,1.0,26.0,0,S,0, Mrs,40,6
3,female,27.0,1.0,14.4542,0,C,0, Mrs,41,6
2,female,3.875,1.0,27.75,0,S,0, Miss,21,4
3,male,20.0,0.0,7.925,0,S,1, Mr,40,5
1,male,27.0,1.0,66.8359875,1,C,0, Mr,24,4
3,male,24.0,0.0,9.325,0,S,1, Mr,24,4
3,male,32.0,0.0,9.5,0,S,1, Mr,19,3
3,male,27.0,0.0,7.55,0,S,1, Mr,26,4
3,male,27.0,0.0,7.75,0,Q,1, Mr,15,3
3,male,28.0,0.0,8.05,0,S,1, Mr,21,3
2,female,19.0,0.0,13.0,0,S,1, Miss,23,4
3,male,21.0,0.0,7.775,0,S,1, Mr,24,4
3,male,36.0,1.0,17.4,0,S,0, Mr,36,5
3,male,21.0,0.0,7.8542,0,S,1, Mr,29,4
2,female,29.0,0.0,23.0,0,S,1, Mrs,49,7
3,female,3.875,1.0,12.1833,0,S,0, Miss,28,4
2,male,30.0,0.0,12.7375,0,C,1, Mr,38,5
3,male,27.0,0.0,7.8958,0,S,1, Mr,21,3
1,male,27.0,0.0,0.0,0,S,1, Mr,37,5
3,male,27.0,0.0,7.55,0,S,1, Mr,27,4
3,female,27.0,0.0,8.05,0,S,1, Miss,27,4
3,male,17.0,0.0,8.6625,0,S,1, Mr,17,3
1,male,46.0,0.0,66.8359875,1,C,1, Mr,28,4
3,male,27.0,0.0,7.75,0,Q,1, Mr,16,3
1,female,26.0,1.0,66.8359875,1,C,0, Mrs,45,6
3,female,27.0,1.0,15.5,0,Q,0, Miss,18,3
3,male,27.0,0.0,7.225,0,C,1, Mr,21,4
2,female,20.0,1.0,26.0,0,S,0, Miss,35,6
2,male,28.0,0.0,10.5,0,S,1, Mr,28,4
2,male,40.0,1.0,26.0,0,S,0, Mr,21,3
2,male,30.0,1.0,21.0,0,S,0, Mr,20,4
2,male,22.0,0.0,10.5,0,S,1, Mr,25,4
3,female,23.0,0.0,8.6625,0,S,1, Miss,22,3
3,male,3.875,1.0,13.775,0,S,0, Other,30,4
3,female,27.0,0.0,7.75,0,Q,1, Miss,21,3
3,female,9.0,1.0,15.2458,0,C,0, Miss,26,4
3,female,3.875,1.0,20.2125,0,S,0, Miss,27,4
3,male,36.0,0.0,7.25,0,S,1, Mr,19,3
3,male,27.0,0.0,7.25,0,S,1, Mr,38,5
1,male,24.0,1.0,66.8359875,1,S,0, Mr,26,4
3,male,27.0,0.0,7.2292,1,C,1, Mr,23,3
3,male,27.0,0.0,8.05,0,S,1, Mr,16,3
1,male,27.0,0.0,39.6,0,S,1, Mr,35,5
3,female,30.0,0.0,6.95,0,Q,1, Miss,38,5
3,male,27.0,0.0,7.2292,0,C,1, Mr,17,3
1,male,53.0,1.0,66.8359875,1,S,0, Other,21,3
3,male,36.0,0.0,9.5,0,S,1, Mr,25,3
3,male,26.0,0.0,7.8958,0,S,1, Mr,20,3
2,female,3.875,1.0,41.5792,0,C,0, Miss,21,3
3,male,27.0,2.0,21.6792,0,C,0, Mr,17,3
1,male,30.0,0.0,45.5,0,S,1, Mr,26,4
3,male,29.0,0.0,7.8542,0,S,1, Mr,19,3
3,male,32.0,0.0,7.775,0,S,1, Mr,25,4
2,male,27.0,0.0,15.0458,1,C,1, Mr,19,3
2,male,43.0,0.0,21.0,0,S,1, Mr,27,4
3,male,24.0,0.0,8.6625,0,S,1, Mr,17,3
3,female,27.0,0.0,7.75,0,Q,1, Miss,33,4
1,female,54.875,1.0,26.55,1,S,0, Mrs,58,7
1,male,30.0,1.0,66.8359875,1,S,0, Mr,36,5
3,male,3.875,0.0,9.35,0,S,1, Other,25,4
1,male,54.875,1.0,66.8359875,1,S,0, Mr,26,4
3,female,45.0,1.0,14.1083,0,S,0, Mrs,42,7
3,male,18.0,0.0,8.6625,0,S,1, Mr,20,4
3,male,22.0,0.0,7.225,0,C,1, Mr,20,3
3,male,27.0,0.0,7.575,0,S,1, Mr,19,3
3,female,37.0,0.0,7.75,0,Q,1, Miss,19,3
1,female,54.875,0.0,66.8359875,1,C,1, Mrs,37,6
3,female,17.0,0.0,7.7333,0,Q,1, Miss,20,3
1,male,54.875,1.0,66.8359875,1,C,0, Mr,29,4
2,male,19.0,0.0,10.5,0,S,1, Mr,26,4
3,male,27.0,0.0,7.8542,0,S,1, Mr,25,4
2,male,22.0,2.0,31.5,0,S,0, Mr,28,4
3,male,26.0,0.0,7.775,0,S,1, Mr,27,4
3,male,25.0,0.0,7.2292,1,C,1, Mr,21,3
2,male,26.0,0.0,13.0,1,S,1, Mr,18,3
1,male,33.0,0.0,26.55,0,S,1, Mr,18,4
1,female,39.0,0.0,66.8359875,0,S,1, Miss,22,3
3,male,23.0,0.0,7.05,0,S,1, Mr,14,3
2,female,12.0,2.0,39.0,1,S,0, Miss,28,4
1,male,46.0,0.0,66.8359875,0,C,1, Mr,43,6
2,male,29.0,1.0,26.0,0,S,0, Mr,29,4
2,male,21.0,0.0,13.0,0,S,1, Mr,19,3
2,female,48.0,0.0,36.75,0,S,1, Mrs,54,9
1,male,39.0,0.0,29.7,1,C,1, Mr,28,4
3,male,27.0,0.0,7.225,0,C,1, Mr,19,3
3,female,19.0,1.0,15.7417,0,C,0, Mrs,37,6
3,male,27.0,0.0,7.8958,0,S,1, Mr,13,3
1,male,30.0,0.0,26.0,1,S,1, Mr,24,4
2,male,32.0,0.0,13.0,0,S,1, Mr,26,5
3,male,39.0,0.0,7.2292,0,C,1, Mr,17,3
2,male,25.0,0.0,31.5,0,S,1, Mr,20,3
3,male,27.0,0.0,7.2292,0,C,1, Other,21,3
2,male,18.0,0.0,10.5,0,S,1, Mr,29,4
3,male,32.0,0.0,7.5792,0,S,1, Mr,26,4
3,male,27.0,1.0,66.8359875,0,S,0, Mr,21,4
1,female,54.875,0.0,66.8359875,1,C,1, Mrs,63,8
3,male,27.0,1.0,14.5,0,S,0, Other,35,5
3,female,16.0,0.0,7.65,0,S,1, Miss,27,4
2,male,26.0,0.0,13.0,0,S,1, Mr,26,4
3,female,38.0,0.0,7.2292,0,C,1, Mrs,47,6
2,male,24.0,0.0,13.5,0,S,1, Mr,16,3
2,female,31.0,0.0,21.0,0,S,1, Miss,22,3
1,female,45.0,0.0,63.3583,1,C,1, Mrs,44,6
2,male,25.0,0.0,10.5,0,S,1, Mr,25,4
2,male,18.0,0.0,66.8359875,0,S,1, Mr,19,3
2,male,49.0,1.0,65.0,0,S,0, Mr,18,3
3,female,3.875,1.0,20.575,0,S,0, Miss,39,5
1,male,50.0,0.0,26.0,1,S,1, Mr,24,4
1,female,54.875,2.0,51.4792,1,S,0, Mrs,46,7
3,male,27.0,0.0,7.8792,0,S,1, Mr,19,3
3,male,27.0,0.0,7.75,0,Q,1, Mr,20,3
3,female,30.0,1.0,15.55,0,S,0, Mrs,51,7
3,male,14.0,2.5,66.8359875,0,S,0, Other,27,4
2,female,24.0,1.0,37.0042,0,C,0, Mrs,39,5
2,female,31.0,0.0,21.0,0,S,1, Mrs,44,7
3,male,27.0,0.0,8.6625,0,S,1, Mr,17,3
1,female,25.0,1.0,55.4417,1,C,0, Mrs,44,6
3,female,27.0,1.0,66.8359875,0,S,0, Mrs,30,5
3,male,27.0,1.0,14.4583,0,C,0, Mr,17,3
3,female,22.0,0.0,39.6875,0,S,1, Miss,44,5
1,female,45.0,0.0,59.4,0,C,1, Mrs,39,6
2,male,29.0,0.0,13.8583,0,C,1, Mr,29,5
2,male,21.0,1.0,11.5,0,S,0, Mr,16,3
1,female,31.0,0.0,66.8359875,1,C,1, Miss,25,4
1,male,49.0,0.0,0.0,1,S,1, Mr,23,4
2,male,44.0,0.0,13.0,0,S,1, Mr,22,4
1,female,54.0,1.0,66.8359875,1,S,0, Mrs,37,5
1,female,45.0,0.0,66.8359875,0,C,1, Miss,24,4
3,female,22.0,2.0,8.6625,0,S,0, Miss,17,3
2,male,21.0,0.0,11.5,0,S,1, Mr,28,4
1,male,54.875,0.0,50.0,1,S,1, Mr,27,4
3,male,5.0,2.5,31.3875,0,S,0, Other,27,4
3,male,27.0,0.0,7.75,0,Q,1, Mr,21,3
3,male,26.0,0.0,7.8792,0,Q,1, Mr,17,3
3,female,27.0,0.0,14.5,0,S,1, Mrs,26,4
3,female,19.0,1.0,16.1,0,S,0, Mrs,35,5
2,male,27.0,0.0,12.875,0,S,1, Mr,30,4
2,female,24.0,1.0,65.0,0,S,0, Miss,18,3
3,male,24.0,0.0,7.775,0,S,1, Mr,30,5
2,male,54.875,0.0,13.0,0,S,1, Mr,15,3
3,male,21.0,0.0,7.75,0,Q,1, Mr,20,3
3,male,6.0,2.5,21.075,0,S,0, Other,27,4
1,male,23.0,0.0,66.8359875,1,S,1, Mr,26,4
1,female,51.0,0.0,39.4,1,S,1, Mrs,46,7
3,male,13.0,0.0,20.25,0,S,1, Other,29,4
2,male,47.0,0.0,10.5,0,S,1, Mr,20,3
3,male,29.0,2.5,22.025,0,S,0, Mr,24,3
1,female,18.0,1.0,60.0,1,S,0, Mrs,46,7
3,male,24.0,0.0,7.25,0,Q,1, Mr,20,3
1,female,48.0,1.0,66.8359875,1,C,0, Mrs,63,6
3,male,22.0,0.0,7.775,0,S,1, Mr,30,4
3,male,31.0,0.0,7.7333,0,Q,1, Mr,24,4
1,female,30.0,0.0,66.8359875,1,S,1, Miss,23,3
2,male,38.0,1.0,21.0,0,S,0, Mr,15,3
1,female,22.0,0.0,59.4,0,C,1, Miss,30,4
1,male,17.0,0.0,47.1,0,S,1, Mr,22,4
1,male,43.0,1.0,27.7208,1,C,0, Mr,28,4
2,male,20.0,0.0,13.8625,1,C,1, Mr,44,6
2,male,23.0,1.0,10.5,0,S,0, Mr,25,4
1,male,50.0,1.0,66.8359875,1,C,0, Mr,26,4
3,female,27.0,0.0,7.7208,0,Q,1, Miss,31,4
3,female,3.875,1.0,13.775,0,S,0, Miss,25,3
3,female,27.0,0.0,7.75,0,Q,1, Miss,22,3
1,female,37.0,1.0,66.8359875,1,Q,0, Mrs,47,7
3,female,28.0,0.0,7.775,0,S,1, Miss,30,4
3,male,27.0,0.0,8.05,0,S,1, Mr,18,3
1,female,39.0,0.0,66.8359875,1,C,1, Other,28,5
3,male,38.0,0.0,7.25,0,S,1, Mr,28,4
3,male,27.0,0.0,8.05,0,S,1, Mr,19,3
3,male,27.0,1.0,22.3583,0,C,0, Other,24,4
